id	location	interpretation
en_3413	sweet	gratifying / sweet-flavored;sweetened;sugared
en_3414	integral	calculation;reckoning;figuring;computation / built-in;inbuilt;constitutional;inherent
en_3417	pound	lb / dog pound
en_3420	mittens	mitten / kitten;kitty
en_3422	alive	live / animated
en_3423	bunk	bunk bed / buncombe;rot;bunkum;hogwash;guff
en_3434	circulation	public exposure;dissemination;spreading;airing / organic phenomenon
en_3435	clamored	clamor;clamour / clam
en_3440	wage	earnings;pay;remuneration;salary / age
en_3450	pits	pit;cavity / hellhole;hell on earth;the pits;snake pit;hell;inferno
en_3453	mall	plaza;shopping center;center;shopping mall;shopping centre / stat mi;land mile;statute mile;mile;mi;international mile
en_3454	right	position;place / okay;o.k.;fine;cool;ok;hunky-dory;all right
en_3457	strained	strain;strive;reach / strain;sift;sieve
en_3459	alp	mountain;mount / help;assist;assistance;aid
en_3461	step	leave office;quit;step down;resign / move;locomote;go;travel
en_3464	buffer	buffer zone / buff
en_3465	ventured	venture / guess;hazard;pretend;venture
en_3466	light	visible radiation;visible light / view;perspective;position
en_3471	pecan	edible nut / pick up;peck at;peck;pick at
en_3472	world	Earth;globe;earth / out of the ordinary;out of this world
en_3480	shot	injection / crack
en_3481	Teddy	slip;shift;chemise;shimmy / proper name
en_3487	change	alteration;modification / coin
en_3489	fall	move;locomote;go;travel / fall away;fall off
en_3492	pressure	force per unit area;pressure level / force
en_3494	screaming	shout out;hollo;squall;scream;cry;call;holler;yell;screech;screeching;shrieking;shout;shriek / screening;screen;showing;viewing
en_3495	blow	explode;blow up;detonate / throw a fit;hit the ceiling;have kittens;flip one's wig;blow up;lose one's temper;blow one's stack;fly off the handle;blow a fuse;go ballistic;flip one's lid;combust;have a fit;hit the roof
en_3497	croaked	pass away;choke;die;perish;croak;pass;conk;go;kick the bucket;drop dead;exit;snuff it;expire;cash in one's chips;buy the farm;give-up the ghost;decease;pop off / mutter;croak;murmur;grumble;gnarl
en_3499	sentences	sentence / sentence;condemnation;conviction;judgment of conviction
en_3500	crunch	noise / situation
en_3503	snorted	snort / huff;snort
en_3508	levels	level;floor;storey;story / level;layer;stratum
en_3509	absorbed	engross;plunge;steep;immerse;engulf;soak up;absorb / imbibe;take in;suck up;soak up;sop up;draw;absorb;suck;take up
en_3514	slipping	stumble;trip up;slip up / slip;skid;slide;slue;slew
en_3515	swept	sweep;tangle;sweep up;embroil;drag;drag in / sweep;broom
en_3522	raze	take down;rase;level;pull down;dismantle;tear down / get up;raise;lift;bring up;elevate
en_3524	scores	score;musical score / dozens;rafts;oodles;scads;stacks;loads;gobs;wads;heaps;slews;lots;tons;lashings;piles
en_3534	rendered	render / try;render
en_3541	Windows	window / OS;operating system
en_3550	cosine	cos / cosign;co-sign
en_3551	Sundays	Lord's Day;Sunday;Dominicus;Sun / sundae;ice-cream sundae
en_3552	cells	cell / prison cell;jail cell;cell
en_3561	pony	pony up;cough up;spit up / horse;Equus caballus
en_3568	vend	peddle;monger;pitch;hawk;huckster / fend
en_3571	plaque	speckle;patch;dapple;maculation;spot;fleck / mob;gang;ring;pack
en_3587	son	Word;Logos / sun;Sun
en_3589	mouse	gnawer;rodent / computer mouse
en_3591	herd	animal group / hear
en_3593	jump	spring;bound;leap / leap
en_3598	developing	develop / develop
en_3599	choppers	chopper;pearly / helicopter;whirlybird;chopper;eggbeater
en_3600	palms	thenar;palm / palm tree;palm
en_3603	tired	fatigue;wear out;weary;fag out;tire out;wear;jade;outwear;fag;tire;wear upon;wear down / disgusted;fatigue;sick of;pall;weary;tired of;jade;sick;fed up;tire
en_3604	takeoff	going away;going;departure;leaving / mockery;parody
en_3613	strain	stress / melodic phrase;melody;line;air;tune;melodic line
en_3616	raisin	dried fruit / heighten;raise;enhance
en_3623	right	abstraction;abstract / ritual;rite
en_3627	waist	waistline / waste;squander;blow
en_3629	Faith	religious belief;religion / proper name
en_3630	hops	hop / hop
en_3632	Inca	Inka / ink
en_3636	peach	edible fruit;drupe;stone fruit / smasher;knockout;lulu;stunner;sweetheart;beauty;dish;mantrap;looker;ravisher
en_3642	morel	mushroom / lesson;moral
en_3643	blow	gust;blast / black eye;reversal;reverse;setback
en_3645	breaking	separate;break;come apart;split up;fall apart;breakage / break;get out;get around
en_3648	underground	belowground / hole-and-corner;hugger-mugger;clandestine;surreptitious;hush-hush;secret;undercover;cloak-and-dagger
en_3660	consomme	soup / virtuoso;masterful;masterly;consummate;complete
en_3661	aisles	gangway;aisle / isle;islet
en_3666	swore	curse;cuss;swear;blaspheme;imprecate / fatigue;wear out;weary;fag out;tire out;wear;jade;outwear;fag;tire;wear upon;wear down
en_3667	pane	window glass;pane of glass / pain;hurting;painful sensation;pain sensation
en_3668	kidding	pull the leg of;kid / kid
en_3669	crutch	staff / crush;calf love;puppy love;infatuation
en_3670	Truth	true statement / tooth
en_3671	driven	motor;drive / push back;force out;repulse;drive away;dispel;rouse;run off;repel;drive out;turn back;drive off;force back;beat back;rout out;drive;chase away
en_3675	expressions	verbal expression;expression;verbalism / expression;formula
en_3676	seas	sea / prehend;clutch;seize
en_3678	light	visible radiation;visible light / view;perspective;position
en_3679	kick	kicking;boot / charge;flush;bang;thrill;boot;rush
en_3680	mourning	bereavement / morning time;forenoon;morn;morning
en_3682	uncertainly	unsteadily;falteringly / incertitude;doubt;doubtfulness;dubiousness;uncertainty;uncertainness;dubiety;precariousness
en_3683	lot	flock;deal;stack;pile;hatful;mass;raft;mess;mickle;quite a little;mint;mountain;passel;pot;muckle;sight;wad;heap;spate;tidy sum;great deal;batch;peck;plenty;good deal;slew / piece of ground;parcel;tract;parcel of land;piece of land
en_3684	poached	poach / poach
en_3692	swarm	cloud / warm
en_3694	weeded	comb out;weed out / weed
en_3695	stand	stand up / brook;suffer;stick out;digest;put up;stomach;bear;endure;abide;support;tolerate
en_3701	pizza	pizza pie / peace
en_3704	toad	salientian;frog;batrachian;anuran;toad frog / tow
en_3714	leaps	spring;bounce;bound;leap;leaping;saltation / leap;jump;saltation
en_3718	symphony	symphony orchestra;symphonic music;philharmonic / understanding;sympathy
en_3719	bounced	spring;rebound;recoil;bounce;bound;ricochet;take a hop;reverberate;resile / bounce back;get well;get over
en_3722	marbles	wits / marble
en_3726	Cookie	cooky;biscuit / proper name
en_3734	folded	fold;turn up;fold up / close up;fold;close down;shut down;close
en_3742	Combination	accumulation;aggregation;assemblage;collection / sequence
en_3743	find	discover;detect;observe;notice / feel
en_3745	hail	herald / blaze;hell
en_3748	soots	crock;soot;carbon black;lampblack;smut / fit;accommodate;befit;suit;beseem
en_3749	caliber	calibre;quality / gauge;calibre;bore
en_3750	scale	magnitude relation;quantitative relation / cover;covering;natural covering
en_3756	riveting	rivet / engrossing;absorbing;fascinating;gripping
en_3757	steppes	steppe / footstep;pace;step;stride
en_3765	match	lucifer;friction match / contest;competition
en_3768	prophet	religious person / net profit;profits;earnings;lucre;net income;net;profit
en_3769	moonlighting	moonlight / moonlight;Moon;moonshine
en_3773	paper	material;medium;stuff / on paper;in writing
en_3777	heard	hear / receive;get;have;experience
en_3778	reign	predominate;rule;prevail;dominate / rain;rain down
en_3782	bawled	bellow;yawp;bawl / formal;ball
en_3785	gesture	motion / motley fool;fool;jester
en_3786	roll	roll over / roll over
en_3788	Geek	eccentric person;oddball;flake;eccentric / Hellenic;Hellenic language;Greek
en_3791	aces	ace / ass;prat;behind;backside;tooshie;keister;can;rear;fundament;rump;fanny;derriere;hind end;hindquarters;tush;tail;bottom;rear end;posterior;stern;arse;seat;nates;buns;tail end;buttocks;bum;butt
en_3792	impressively	imposingly / impress;impressment
en_3794	peelings	peeling;desquamation;shedding / feeling
en_3804	agreed	concur;agree;hold;concord / greed
en_3809	weight	exercising weight;free weight / wait
en_3811	cut	portion;part;percentage;share / cutting off;cutting
en_3813	dressing	salad dressing / grooming
en_3815	flop	fizzle;bust / give;give way;cave in;break;founder;collapse;fall in
en_3816	sign	mark / communication
en_3817	crotchety	cantankerous;ornery / crotchet;quarter note
en_3822	phase	appearance;visual aspect / stage
en_3823	bit	spot / saddlery;tack;stable gear
en_3824	fault	service;serve / to a fault;too;overly;excessively
en_3829	varnish	seal / go away;disappear;vanish
en_3833	mutton	mouton / cipher;zip;nada;goose egg;nothing;zippo;zilch;nil;zero;aught;naught;null;cypher;nix
en_3836	kickoff	place-kicking;beginning;place kick;start;commencement / starting time;beginning;offset;outset;showtime;get-go;start;commencement;first
en_3839	hooked	hook;addict / hook
en_3841	lice	louse;sucking louse / prevarication;lie
en_3844	wanton	unprovoked;motiveless / wonton soup;won ton;wonton
en_3845	Emmy	honour;award;honor;laurels;accolade / proper name
en_3855	visionary	individual;someone;person;soul;somebody;mortal / vision;sight;visual sense;visual modality
en_3856	flourly	flour / hourly
en_3860	Josh	kid;banter;jolly;chaff / proper name
en_3861	strikes	ten-strike;strike / hit;impinge on;strike;run into;collide with
en_3873	Mourning	lamentation;bereavement / dawn;morning
en_3874	falling	crumble;wear out;separate;break;come apart;wear;fall apart;split up;bust / go to pieces;fall apart
en_3880	Greece	Ellas;Hellenic Republic / grease;lubricating oil
en_3884	bass	musical instrument;instrument / bag;base
en_3885	waist	waistline / waste;languish;pine away
en_3891	Sherry	fortified wine / proper name
en_3892	cured	healed;recovered / corned
en_3893	element	chemical element / component;ingredient;constituent;factor
en_3894	buffaloed	buffalo / Bison bison;American bison;American buffalo;buffalo
en_3897	pop	pa;daddy;dada;dad;papa;pappa / burst;collapse
en_3901	discharged	fired;dismissed;laid-off;pink-slipped / discharge
en_3905	Grant	economic aid;financial assistance;economic assistance;financial aid;assistance;aid / proper name
en_3906	son	Word;Logos / sun;Sun
en_3914	alloys	alloy;metal / ally;friend
en_3919	Freud	Sigmund Freud / deep-fried;fried
en_3923	udder	bag / other
en_3924	illumination	illuminance / reasoning by elimination;elimination
en_3931	stinks	stink / reek;stink
en_3932	root	plant organ / beginning;origin;source;rootage
en_3933	frays	fray;frazzle / phrase
en_3935	gilt	gilding / guilt;guilt feelings;guilt trip;guilty conscience
en_3938	sail	canvas;sheet;canvass / sale;sales event;cut-rate sale
en_3945	console	soothe;comfort;solace / cabinet
en_3946	Oscar	Academy Award / proper name
en_3954	grate	grating / slap-up;old;dandy;great;swell;cracking;nifty;keen;not bad;groovy;peachy;bang-up;corking;neat;bully;smashing
en_3956	soul	psyche / sole
en_3963	point	significance;import;meaning;signification / end;terminal
en_3965	hare	leporid mammal;leporid / hair
en_3966	clicked	click / get through;get across;fall into place;come home;dawn;sink in;click;penetrate
en_3972	filed	file;file away / file
en_3974	Charity	foundation / proper name
en_3976	tone	tone up;strengthen / toner
en_3979	Samurais	samurai / sum up;resume;summarise;summarize
en_3988	average	median;mean;modal / mediocre;middling;ordinary;fair
en_3992	temples	tabernacle;synagogue;temple / temple
en_3994	haulways	haul;draw;haulage / hallway;hall
en_3999	carats	carat;kt;karat / carrot
en_4002	mulled	mull / reflect;chew over;contemplate;think over;excogitate;muse;ruminate;speculate;mull;meditate;ponder;mull over
en_4007	Edam	cheese / Adam
en_4008	excelling	shine at;excel at / proper name
en_4013	kid	banter;josh;jolly;chaff / shaver;small fry;minor;nestling;nipper;tike;tyke;tiddler;youngster;fry;child
en_4019	misconceptions	misconception / conception
en_4024	crazily	madly;insanely;dementedly / proper name
en_4028	bickered	squabble;quibble;pettifog;niggle;brabble;bicker / proper name
en_4031	gravely	soberly;staidly / grave;tomb
en_4034	concentration	property / absorption;immersion;engrossment
en_4035	punch	clock off;clock out;punch out / plug
en_4038	steps	measure;step / stair;step
en_4040	perspective	view;position / linear perspective
en_4042	push	browbeat;bullyrag;boss around;strong-arm;hector;ballyrag;push around;bully / force
en_4050	graphed	graphical record;chart;graph;graphical recording / bribery;graft
en_4051	Marion	proper name / hook up with;get married;wed;marry;espouse;conjoin;get hitched with
en_4056	faults	mistake;fault;error;demerit / false;mistaken
en_4059	valium	diazepam / volume;mass;bulk
en_4062	warship	war vessel;combat ship / worship
en_4065	hiding	secrecy;concealment;privacy;privateness / fell;hide
en_4074	shortening	edible fat / reduce;abbreviate;shorten;cut;foreshorten;abridge;contract
en_4075	harangue	address;speak / persevere;hold on;hang on;hang in;persist
en_4076	pressure	distress / force per unit area;pressure level
en_4081	abscessed	abscess / obsess;haunted;obsessed;preoccupied;taken up
en_4082	flagged	ease off;ease up;flag;slacken off / flag
en_4086	unhinged	disorder;disquiet;trouble;cark;unhinge;perturb;distract / unhinge
en_4088	thirst	thirstiness / desire to know;thirst for knowledge;lust for learning;hungriness;thirstiness;hunger
en_4089	dive	honkytonk / diving
en_4094	Torrance	proper name / downpour;soaker;torrent;cloudburst;waterspout;pelter;deluge
en_4098	birds	bird / shuttlecock;birdie;shuttle;bird
en_4099	try	assay;essay;seek;attempt / judge;adjudicate
en_4103	census	nose count;nosecount / sensory faculty;sensation;sentience;sense;sentiency
en_4104	Billiards	table game / beak;nib;pecker;bill;neb
en_4105	skip	cut / hop;hop-skip
en_4106	rough	approximative;approximate / site;land site
en_4117	drop	doze off;flake out;dope off;drift off;drowse off;nod off;fall asleep;drop off / move;displace
en_4118	geek	eccentric person;oddball;flake;eccentric / Hellenic;Greek;Grecian
en_4119	assented	accede;acquiesce;assent / mail;post;send
en_4120	wrapped	wrap up;wrap / wrapped up;bound up
en_4122	bushi	proper name / shaggy;bushy;shaggy-coated;shaggy-haired
en_4124	fault	responsibleness;responsibility / faulting;break;geological fault;shift;fracture
en_4126	bottled	inhibit;suppress;bottle up / bottle
en_4133	backup	stand-in;reliever;fill-in;backup man;relief;substitute / back off;back up;back down
en_4138	steal	rip off;rip / get ahead;make headway;gain ground;pull ahead;win;gain;advance
en_4145	Lute	chordophone / proper name
en_4146	bonding	tie;bind;attach;bond / proper name
en_4148	coup	takeover;coup d'etat;putsch / coo
en_4150	log	put down;record;enter / lumber
en_4154	cavity	dental caries;tooth decay;caries / cavum;bodily cavity
en_4155	anagram	word / gm;gram;g;gramme
en_4157	harp	chordophone / dwell
en_4158	dyed	dye / die
en_4162	scale	climb;take;climb up;mount;go up / size
en_4163	alleged	allege;say;aver / ledge;shelf
en_4167	bluntly	bluffly;flat out;brusquely;roundly / proper name
en_4168	era	epoch / ear
en_4170	nuts	nut / crank;nut;crackpot;fruitcake;nut case;screwball
en_4171	Kodiak	Alaskan brown bear;Kodiak bear;Ursus arctos middendorffi;Ursus middendorffi / proper name
en_4180	Sundays	Lord's Day;Sunday;Dominicus;Sun / sundae;ice-cream sundae
en_4181	Pray	commune / play
en_4184	dribble	slobber;slaver;drool;slabber;drivel / carry
en_4186	cement	concrete / bind
en_4189	ambiance	atmosphere;ambience / ambulance
en_4195	motions	motion;movement / motion;question
en_4196	dye	colour;color;discolour;discolor / pass away;choke;die;perish;croak;pass;conk;go;kick the bucket;drop dead;exit;snuff it;expire;cash in one's chips;buy the farm;give-up the ghost;decease;pop off
en_4201	planted	set;plant life;plant;flora / plant
en_4202	cut	separate;disunite;part;divide / hack
en_4204	unwind	wind off;unroll / unbend;slow down;decompress;relax;loosen up
en_4207	lox	smoked salmon / lock
en_4214	sap	tomfool;fool;muggins;saphead / solution
en_4217	fangs	fang / thanks
en_4221	coo	cry / takeover;coup;coup d'etat;putsch
en_4224	still	stock-still / apparatus;setup
en_4226	nucleus	center;centre;midpoint / core;core group
en_4233	directions	direction / instruction;direction
en_4234	Knock	rap;knap / criticize;criticise;pick apart
en_4236	counter	table / individual;someone;person;soul;somebody;mortal
en_4240	still	however;even so;nevertheless;all the same;notwithstanding;yet;nonetheless;at the same time;withal / distillery
en_4253	streak	winning streak;run / bar;stripe
en_4256	basically	fundamentally;essentially / BASIC
en_4257	obtusely	densely;dumbly / obtuse
en_4261	bossed	boss;honcho;foreman;chief;gaffer / lost;lose;helpless
en_4263	point	aim;object;objective;target / end;terminal
en_4266	cut	slice;slash;gash / step;gradation
en_4270	inclined	be given;tend;lean;run;incline / incline;pitch;slope
en_4272	golf	golf game / gold;Au;atomic number 79
en_4275	longer	long / long
en_4276	meat	solid food;food / suffer;meet
en_4277	lynx	catamount / links;golf links
en_4287	shorts	trunks;short pants / short circuit;short
en_4288	fiddling	fiddle;shirk;goldbrick;shrink from / fiddle
en_4291	tap	draw;draw off;withdraw;take out / hydrant;water faucet;water tap
en_4295	privately	in camera;in private / buck private;private;common soldier
en_4296	throng	concourse;multitude / wrongfulness;wrong
en_4298	porpoises	porpoise / role;aim;purpose;use;design;function;intent;intention
en_4304	philately	stamp collection;stamp collecting / unconditionally;flatly;categorically
en_4305	pigeon	columbiform bird / pidgin
en_4311	spin	twirl;twist;twisting;whirl / rendition;interpretation;rendering
en_4312	snapped	snarl;snap / photograph;shoot;snap
en_4315	Home	habitation;dwelling house;dwelling;domicile;abode / household;menage;family;house
en_4316	wrapped	wrap / get through;polish off;mop up;clear up;finish up;wrap up;finish off
en_4317	hounded	hunt;trace;hound / hound;hound dog
en_4318	punch	clock off;clock out;punch out / perforate
en_4320	roll	bun / theatrical role;character;role;persona;part
en_4322	Baldwin	proper name / bald
en_4329	steel	alloy;metal / steal;buy;bargain
en_4330	knights	knight / night
en_4332	pine	true pine;pine tree / waste;languish;pine away
en_4334	whys	wherefore;why / heady;wise;judicious
en_4336	huddle	huddle together / powwow
en_4346	picket	demonstrate;march / pale
en_4347	branch	stalk;stem / subdivision;arm
en_4351	wit	wag;card / iota;smidgin;smidgen;shred;whit;smidge;scintilla;tittle;smidgeon
en_4358	smelt	create;produce;make / smell
en_4359	point	end;terminal / significance;import;meaning;signification
en_4360	carry	negociate;bring off;carry off;pull off;manage / bear away;bear off;carry off;take away;carry away
en_4363	stiff	firm;steadfast;unwavering;unbendable;unfaltering;steady;unshakable / rigid
en_4364	sentence	string of words;word string;linguistic string / condemnation;conviction;judgment of conviction
en_4371	short	little / inadequate;poor;jejune
en_4376	steps	stairs / measure;step
en_4378	mused	reflect;chew over;contemplate;think over;excogitate;muse;ruminate;speculate;mull;meditate;ponder;mull over / meow;mew
en_4382	connections	connection / connection;connexion
en_4385	Bach	music / bark
en_4386	granite	batholith;batholite;plutonic rock;pluton / given;granted
en_4389	Manuel	proper name / manual
en_4390	Phillip	proper name / fill up;fill;make full
en_4399	battering	banging / batter
en_4402	withdrawal	remotion;removal / drug withdrawal
en_4410	vise	bench vise / frailty;vice
en_4412	wound	wind up;wind / land up;fetch up;end up;finish up;finish;wind up
en_4418	granulated	granulate;grain / grandma;granny;nanna;grandmother;grannie;gran;nan
en_4423	groan	moan / grow
en_4426	waist	waistline / waste;wastefulness;dissipation
en_4431	keep	hold on;proceed;go along;maintain;continue;go on;observe;hold / keep back;restrain;hold back
en_4434	picking	pick up;percolate;turn around;perk up;gain vigor;perk / pick up;pick;gather up;call for;pluck;cull;clean;collect
en_4435	driving	drive / drive
en_4440	hanging	hang out / hang;string up
en_4444	knead	work / take;need;ask;call for;require;involve;necessitate;demand;postulate
en_4446	weakened	weaken / weekend
en_4455	wash	wash off;wash out;wash away / wash away
en_4462	see	see through / comprehend;perceive
en_4464	tolkien	J.R.R. Tolkien;John Ronald Reuel Tolkien / mouth;utter;verbalize;speak;talk;verbalise
en_4466	picture	ikon;image;icon / scene
en_4470	constellation	natural object / consolation;solacement;solace
en_4474	log	wood / written account;written record
en_4477	curs	cur;mongrel;mutt / therapeutic;curative;remedy;cure
en_4486	guessed	think;imagine;guess;hazard;reckon;pretend;suppose;venture;opine / guest;invitee
en_4487	get	get off / get off
en_4490	knotty	gnarled;knobbed;knotted;gnarly / naughty
en_4491	deadwood	branch / fifth wheel
en_4495	magnate	baron;big businessman;king;top executive;mogul;tycoon;power;business leader / magnet
en_4497	Tarragon	estragon / nonesuch;paragon;ideal;saint;beau ideal;nonpareil;idol;apotheosis;perfection;nonsuch
en_4505	fissure	crack;cranny;scissure;chap;crevice;cleft / fisherman;fisher
en_4507	cannily	presciently / can;tin can;tin
en_4510	maternity	pregnancy;gestation / eternity;infinity
en_4513	rued	repent;rue;regret / unmannerly;rude;uncivil;bad-mannered;ill-mannered;unmannered
en_4515	seriously	in earnest;earnestly / Sirius;Canicula;Dog Star;Sothis
en_4516	raisin	dried fruit / reason;grounds;cause;ground
en_4521	callously	unfeelingly / callus;callosity
en_4524	patch	plot;plot of land;plot of ground / spell;piece;while
en_4530	mint	strike;coin / mean
en_4533	chaps	gent;fellow;bloke;chap;feller;blighter;cuss;fella;lad / chips;fries;french fries;french-fried potatoes
en_4535	foggiest	foggy;stuporous;dazed;logy;groggy / foggy;hazy;brumous;misty
en_4539	fathom	fthm;sound / bottom;penetrate
en_4544	erased	erase;wipe out / erase;efface;score out;wipe off;rub out
en_4545	broken	fail;die;break down;go bad;give way;break;conk out;go;give out;collapse / break down;take apart;analyze;dissect;analyse
en_4546	agreed	concur;agree;hold;concord / greed
en_4548	Stu	proper name / stew
en_4551	superfluous	surplus;excess;extra;supererogatory;supernumerary;redundant;spare / flue
en_4557	folded	close up;fold;close down;shut down;close / fold;turn up;fold up
en_4560	screen	CRT screen / scheme;strategy
en_4561	seed	fruit / see
en_4562	drag	pull;pulling / tediousness;tiresomeness;tedium
en_4563	root	rootle;rout / path;route;itinerary
en_4566	throne	chair of state / drop;put away;shed;discard;cast aside;throw away;chuck out;fling;toss away;toss;cast out;cast off;cast;throw;toss out;cast away;dispose;throw off;throw out;shake off
en_4568	littering	litter / litter
en_4578	change	relation / coin
en_4580	pine	waste;languish;pine away / true pine;pine tree
en_4583	gravy	pan gravy / grave;tomb
en_4584	dogmatized	dogmatise;dogmatize / domestic dog;Canis familiaris;dog
en_4586	Cliff	drop;drop-off / proper name
en_4590	pi	transcendental number / pie
en_4602	taut	tight / instruct;learn;teach
en_4613	pullet	hen;biddy / bullet;slug
en_4614	impressed	impress / impress;imprint
en_4617	Range	piece of ground;parcel;tract;parcel of land;piece of land / stove;kitchen range;kitchen stove;cooking stove
en_4619	lumber	pound / log
en_4620	freight	lading;shipment;load;payload;consignment;cargo;loading / fearfulness;fright;fear
en_4624	block	mental block / cube
en_4625	hooks	hook;crotchet / hook
en_4633	mansion	manse;mansion house;hall;residence / note;remark;observe;mention
en_4642	berth	slip;moorage;mooring / nascence;birth;giving birth;nativity;parturition;birthing;nascency
en_4644	womb	uterus / room
en_4647	calf	young mammal / sura
en_4649	arrangements	arrangement;agreement / arrangement
en_4650	front	atmospheric phenomenon / front end;forepart
en_4654	Belle	proper name / bell
en_4659	husky	beefy;strapping;buirdly;burly / husk
en_4661	track	artifact;artefact / trail;lead
en_4664	bank	side;incline;slope / bank building
en_4666	mark	effect;impression / print
en_4668	Manuel	proper name / manual
en_4669	collar	neckband / caller;caller-up;phoner;telephoner
en_4670	veins	venous blood vessel;vein;vena / vein;mineral vein
en_4671	play	perform / toy
en_4674	prints	photographic print;print / prince
en_4676	symbols	symbol / cymbal
en_4681	sweet	seraphic;angelic;gratifying;cherubic;angelical / rooms;suite
en_4686	roll	bun / role
en_4687	gratingly	raspingly;harshly / grate
en_4697	Gail	proper name / gale
en_4700	bale	sheaf;bundle / bail;bond;bail bond
en_4705	occident	West;western hemisphere;New World / fortuity;chance event;stroke;accident
en_4711	mammoth	elephant / gigantic
en_4721	tack	saddlery;stable gear / aim;heading;bearing
en_4723	chic	stylishness;swank;chicness;smartness;chichi;modishness;last word / cheek
en_4728	launch	launching / dejeuner;lunch;tiffin;luncheon
en_4729	sheik	sheikh;Arab chief;tribal sheikh;tribal sheik / milkshake;milk shake;shake
en_4731	relative	relation / comparative
en_4734	shelved	defer;prorogue;put over;remit;hold over;set back;postpone;shelve;put off;table / shelve
en_4738	Pat	tap;dab / proper name
en_4740	rocky	rough / proper name
en_4741	sawly	saw / sorely
en_4742	grizzly	grizzly bear;Ursus arctos horribilis;silvertip;Ursus horribilis;silver-tip / rubbery;cartilaginous;gristly
en_4743	shorts	trunks;short pants / short circuit;short
en_4746	cymbals	cymbal / symbol
en_4751	steal	rip off;rip / steal away;slip away;sneak away;sneak out;sneak off
en_4754	swiftly	fleetly / proper name
en_4756	kiln	furnace / kill
en_4757	bat	chiropteran / club
en_4768	hosta	Funka;genus Funka;genus Hosta / unfriendly;hostile;uncongenial
en_4769	pair	assemblage;gathering / pear
en_4772	sari	saree / bad;sorry;regretful
en_4774	khan	swayer;ruler / bunco game;confidence trick;con game;con;bunko;confidence game;inmate;flimflam;sting;bunko game;yardbird;hustle;yard bird;bunco;convict
en_4775	blowup	explosion;detonation / effusion;gush;ebullition;outburst
en_4776	pain	pain in the neck;nuisance / window glass;pane;pane of glass
en_4790	cannily	presciently / Cannes
en_4791	wok	cooking pan;pan / walk
en_4792	tail	process;outgrowth;appendage / tale;narrative;narration;story
en_4796	stalking	haunt;stalk / stalk;stem
en_4807	guerrilla	guerilla;insurgent;irregular / gorilla;Gorilla gorilla
en_4811	grind	pulverization;pulverisation;mill / plodding;drudgery;donkeywork
en_4816	marquis	marquess / marquee;marquise
en_4819	charged	rouse;turn on;charge;commove;charge up;excite;agitate / charge
en_4823	secant	straight line / sec;mo;s;bit;second;moment;minute
en_4837	absinthe	absinth / absence
en_4852	footage	photographic film;film / human foot;foot;pes
en_4856	Bet	stake;wager;stakes / proper name
en_4858	bristled	bristle / bristle
en_4860	Alarming	appall;dismay;appal;alarm;horrify / alert;alarm
en_4866	still	distillery / however;even so;nevertheless;all the same;notwithstanding;yet;nonetheless;at the same time;withal
en_4867	applauding	applaud / proper name
en_4868	wrote	write / rote;rote learning
en_4874	underhanded	underhand;underarm / underhand;sneaky
en_4875	breed	create;produce;make / suspire;respire;breathe;take a breath
en_4879	boot	footwear;footgear / additionally;to boot
en_4880	4th	quaternary;fourth / force;power
en_4882	garden	patch;tend;plot;plot of land;plot of ground / defend;guard;ward;hold
en_4887	dribbling	dribble;carry / slobber;slaver;drool;slabber;dribble;drivel
en_4889	rejoined	rejoin / repay;rejoin;come back;retort;return;riposte
en_4890	Bette	proper name / bet;wager;stake;stakes
en_4893	bawled	bellow;bawl / bald-headed;bald-pated;bald
en_4901	porpoise	dolphin / aim;purpose;design;intent;intention
en_4903	feel	experience / sense
en_4904	suits	suit;suit of clothes / lawsuit;causa;cause;suit;case
en_4908	Victor	winner / proper name
en_4911	goal	end / score
en_4912	rest	balance;residual;remainder;residuum;residue / respite;relief;rest period
en_4915	baht	tical / buy;purchase
en_4917	yammered	yammer;whine;yawp;grizzle / yam
en_4920	got	cover;pass over;traverse;get across;cut across;cross;cut through;get over;track / bounce back;get well;surmount;overcome;subdue;get over;master
en_4921	leads	trail;track;lead / tether;leash;lead
en_4926	beat	be / pound;thrum;thump;drum
en_4933	recovered	recover;convalesce;recuperate / recover
en_4934	windows	window / window
en_4938	pane	window glass;pane of glass / pain;painfulness;hurting;painful sensation;pain sensation
en_4939	came	arise;come up / uprise;move up;arise;come up;lift;rise;go up
en_4940	spade	dig;turn over;delve;cut into / fade out;fade;languish;dissolve;fade away;wither
en_4952	quarter	coin / mercifulness;clemency;mercy
en_4961	sod	turf;sward;greensward / in demand;sought-after;coveted;sought after
en_4967	faculties	mental faculty;module;faculty / staff;faculty
en_4970	joke	gag;jest;jape;laugh / slightness;triviality;puniness;pettiness
en_4971	stroke	apoplexy;cerebrovascular accident;CVA / locomotion;travel
en_4973	leaked	leak / leak
en_4977	zinc	Zn;atomic number 30 / sink
en_4979	leaper	bounder / leper
en_4980	snapped	snarl;snap / photograph;shoot;snap
en_4981	Chablis	white Burgundy / shabbily
en_4983	stripes	bar;stripe;streak / stripe
en_4984	throne	enthrone / drop;put away;shed;discard;cast aside;throw away;chuck out;fling;toss away;toss;cast out;cast off;cast;throw;toss out;cast away;dispose;throw off;throw out;shake off
en_4986	waist	waistline / waste;wastefulness;thriftlessness;dissipation
en_4993	gladly	lief;fain / gladiola;gladiolus;glad;sword lily
en_4996	target	mark / aim;object;objective
