id_en	text_en	text_clean	manual_location	manual_type	manual_alternative	generated_location	generated_type	generated_alternative	phrase_en
en_4484	"Old chicken farmers never die, they just have a dozen aches."	"Old chicken farmers never die, they just have a dozen aches."	aches	homophonic	eggs	dozen	homophonic	doesn't	have a dozen aches
en_4486	I finished my trigonometry exam without a secant to lose.	I finished my trigonometry exam without a secant to lose.	secant	homophonic	second	secant	homophonic	second	without a second to lose
en_449	The science teachers broke up because there was no chemistry between them.	The science teachers broke up because there was no chemistry between them.	chemistry	homographic	chemistry	chemistry	homographic	connection	no chemistry between them
en_4496	He became an astronaut and had a blast.	He became an astronaut and had a blast.	blast	homographic	blast	blast	homographic	enjoyed	had a blast
en_4499	"She was only a Dentist's daughter, but everybody wanted to fill her cavity."	"She was only a Dentist's daughter, but everybody wanted to fill her cavity."	cavity	homographic	cavity	cavity	homographic	vagina	fill her cavity
en_45	"OLD ANTENNA ENGINEERS never die, they just phase away."	"Old antenna engineers never die, they just phase away."	phase	homophonic	fade	phase	homophonic	fade	"never die, they just"
en_4500	"I've spotted more blackbirds than you have, Tom crowed."	"I've spotted more blackbirds than you have, he crowed."	crowed	homophonic	crow	crowed	homophonic	crow	He crowed
en_4508	They called him the king of the dentists because he specialized in crowns.	They called him the king of the dentists because he specialized in crowns.	crowns	homographic	crowns	crowns	homographic	royalty	king of
en_4511	"If you jump to conclusions, you make terrible landings."	"If you jump to conclusions, you make terrible landings."	jump	homographic	jump	jump	homographic	leap to a conclusion	jump to conclusions
en_4517	Old cotton - pickers never die. They just bale out.	Old cotton-pickers never die. They just bale out.	bale	homophonic	bail	bale	homophonic	bail	bail out
en_4520	"OLD CHEMISTS never die, they just fail to react."	"Old chemists never die, they just fail to react."	react	homographic	react	react	homographic	respond	fail to react
en_4534	The shoemaker did not deny his apprentice anything he needed. He gave his awl.	The shoemaker did not deny his apprentice anything he needed. He gave his awl.	awl	homophonic	all	awl	homophonic	all	gave his all
en_4535	Waiters are good at multiplication because they know their tables.	Waiters are good at multiplication because they know their tables.	tables	homographic	tables	tables	homographic	charts	know their tables
en_4540	My name is Brooks. I'm an irrrigation consultant	My name is Brooks. I'm an irrrigation consultant	brooks	homographic	brooks	Brooks	homophonic	brooks	irrigation consultant
en_455	"''Once upon a time there was a beautiful princess,'' Tom began grimly."	"Once upon a time there was a beautiful princess, he began grimly."	grimly	homophonic	grim	grimly	homophonic	Grimm	Grimm Brothers
en_456	"Old artists never die, they just put things in perspective."	"Old artists never die, they just put things in perspective."	perspective	homographic	perspective	perspective	homographic	retire	put things in perspective
en_4564	Officer Jones takes his yearly bath every June. He is a characteristic example of a dirty cop.	Officer Jones takes his yearly bath every June. He is a characteristic example of a dirty cop.	dirty	homographic	dirty	dirty	homographic	corrupt	dirty cop
en_4568	The Vatican's supplier of duck eggs is elected by sacred balut.	The Vatican's supplier of duck eggs is elected by sacred balut.	balut	homophonic	ballot	balut	homophonic	ballot	elected by ballot
en_4577	"I'm a ditch digger, said Tom, trenchantly"	"I'm a ditch digger, he said, trenchantly"	trenchantly	homophonic	trench	trenchantly	homographic	cutting	trenchantly said
en_4581	The earless defendant waived his hearing.	The earless defendant waived his hearing.	hearing	homographic	hearing	hearing	homophonic	earring	waived his hearing
en_4583	A man sprayed a boy with ceiling foam. He was arrested for insulating behavior.	A man sprayed a boy with ceiling foam. He was arrested for insulating behavior.	insulating	homophonic	insulting	insulating	homophonic	insolent	insulating behavior
en_4591	The dermatologist was an avid gardener but he had a problem with moles.	The dermatologist was an avid gardener but he had a problem with moles.	moles	homographic	moles	moles	homographic	animals	had a problem with
en_4593	The sheep robber was caught on the lamb.	The sheep robber was caught on the lamb.	lamb	homophonic	lam	lamb	homophonic	lam	on the lam
en_4594	"I love hockey, said Tom, puckishly."	"I love hockey, he said, puckishly."	puckishly	homophonic	puck	puckishly	homophonic	puck	puckishly
en_46	Endorsement by an olympic swimmer caused a company's profits to dive.	Endorsement by an olympic swimmer caused a company's profits to dive.	dive	homographic	dive	dive	homographic	decrease	profits to dive
en_4611	"A fisherman tried boxing, but he only threw hooks."	"A fisherman tried boxing, but he only threw hooks."	hooks	homographic	hooks	hooks	homophonic	punches	threw punches
en_4615	"OLD AIR CONDITIONER REPAIRMEN never die, they just lose their cool."	"Old air conditioner repairmen never die, they just lose their cool."	cool	homographic	cool	cool	homographic	temper	lose their cool
en_4618	My name is Leo. A lion trainer.	My name is Leo. A lion trainer.	leo	homographic	leo	Leo	homophonic	leo	lion trainer
en_4619	"A baseball pitcher asked if he had a good curve ball, but wanted a straight answer."	"A baseball pitcher asked if he had a good curve ball, but wanted a straight answer."	straight	homographic	straight	curve	homographic	trick	straight answer
en_4620	When the TV repairman got married the reception was excellent.	When the TV repairman got married the reception was excellent.	reception	homographic	reception	reception	homographic	wedding	the reception was excellent
en_4625	What it boils down to is this: eggs taste good.	What it boils down to is this: eggs taste good.	boils	homographic	boils	boils	homographic	cook	boils down to
en_4627	"She was only a Gardener's daughter, but she knows all the rakes."	"She was only a Gardener's daughter, but she knows all the rakes."	rakes	homographic	rakes	rakes	homographic	womanizers	knows all the rakes
en_463	We're expecting fallout from the recent layoffs at the nuclear plant.	We're expecting fallout from the recent layoffs at the nuclear plant.	fallout	homographic	fallout	fallout	homographic	consequences	fallout from
en_4631	"My chronically runny - nosed friend, who staunchly opposes all independent emirates, was bothered by catarrh on his trip around the world."	"My chronically runny-nosed friend, who staunchly opposes all independent emirates, was bothered by catarrh on his trip around the world."	catarrh	homophonic	Qatar	emirates	homophonic	emeritus	independent emirates
en_4642	OLD PHOTOGRAPHERS never die they just stop developing.	Old photographers never die they just stop developing.	developing	homographic	developing	developing	homographic	advancing	stop developing
en_4655	"Even if you're on the right track, you'll get run over if you just sit there."	"Even if you're on the right track, you'll get run over if you just sit there."	track	homographic	track	track	homographic	railway	on the right track
en_4656	Back when the news was written on clay tablets there was a lot of breaking news.	Back when the news was written on clay tablets there was a lot of breaking news.	breaking	homographic	breaking	breaking	homographic	fracturing	breaking news
en_4660	Is fear of sliced bacon irrational?	Is fear of sliced bacon irrational?	irrational	homophonic	irrashional	bacon	homophonic	making	fear of making (bacon)
en_4661	The Spaniard's wife was always up before the Don.	The Spaniard's wife was always up before the Don.	don	homophonic	dawn	Don	homophonic	dawn	up before the Don
en_4671	A skier who loses a race on a cold day will have a frosty disposition.	A skier who loses a race on a cold day will have a frosty disposition.	frosty	homographic	frosty	frosty	homographic	unfriendly	frosty disposition
en_4682	Why was the car embarrassed? Because it had gas!	Why was the car embarrassed? Because it had gas!	gas	homographic	gas	gas	homophonic	embarrassed	had gas
en_4685	Math teachers have lots of problems.	Math teachers have lots of problems.	problems	homographic	problems	problems	homographic	difficulties	lots of problems
en_469	Don't believe what you hear about fleas and ticks -- it's all lice.	Don't believe what you hear about fleas and ticks. It's all lice.	lice	homophonic	lies	lice	homophonic	lies	don't believe
en_4692	Will this computer last five years? Obsoletely!	Will this computer last five years? Obsoletely!	Obsoletely	homophonic	absolutely	obsoletely	homophonic	absolutely	absolutely not
en_470	Joe refused to eat sushi because it looks fishy.	Joe refused to eat sushi because it looks fishy.	fishy	homographic	fishy	fishy	homographic	suspicious	looks fishy
en_4702	He stole an invention and then told patent lies.	He stole an invention and then told patent lies.	patent	homographic	patent	patent	homographic	obvious	patent lies
en_4704	If your dad's sisters are construction workers you might call them carpenter aunts.	If your dad's sisters are construction workers you might call them carpenter aunts.	aunts	homophonic	ants	aunts	homophonic	ants	carpenter ants
en_4711	The garden club visited the nursery and found themselves in a hosta environment.	The garden club visited the nursery and found themselves in a hosta environment.	hosta	homophonic	hostal	hosta	homophonic	hostile	hostile environment
en_4715	"Qwertyus, god of keyboards, is a character from geek mythology."	"Qwertyus, god of keyboards, is a character from geek mythology."	geek	homophonic	greek	Qwertyus	homophonic	Hercules	god of keyboards
en_4718	A king is old when he reaches the age of sovereignty.	A king is old when he reaches the age of sovereignty.	sovereignty	homophonic	seventy	sovereignty	homographic	seniority	age of sovereignty
en_4720	"In his latest promotional campaign, the manager of City Tent and Awning told his crew to canvas the entire area."	"In his latest promotional campaign, the manager of City Tent and Awning told his crew to canvas the entire area."	canvas	homographic	canvas	canvas	homophonic	canvass	canvas the entire area
en_4725	"He crashed through several windows, but felt no pane."	"He crashed through several windows, but felt no pane."	pane	homophonic	pain	pane	homophonic	pain	felt no pain
en_473	A politician decided to resign on the day of an eclipse because it was a dark day.	A politician decided to resign on the day of an eclipse because it was a dark day.	dark	homographic	dark	dark	homographic	gloomy	dark day
en_4738	Why are all businessmen fat? Must be all the inflation.	Why are all businessmen fat? Must be all the inflation.	inflation	homographic	inflation	inflation	homographic	weight gain	all the inflation
en_4749	No one chills out in the fires of hell.	No one chills out in the fires of hell.	chills	homographic	chills	chills	homographic	relaxes	chill out
en_4771	My name is Jim I train boxers	My name is Jim I train boxers	jim	homophonic	gym	train	homographic	train	train boxers
en_4777	"Yesterday I accidentally swallowed some food coloring. The doctor says I'm OK, but I feel like I've dyed a little inside."	"Yesterday I accidentally swallowed some food coloring. The doctor says I'm OK, but I feel like I've dyed a little inside."	dyed	homophonic	died	dyed	homophonic	died	died a little inside
en_4781	"For a while, Houdini used a lot of trap doors in his act, but he was just going through a stage."	"For a while, Houdini used a lot of trap doors in his act, but he was just going through a stage."	stage	homographic	stage	stage	homographic	phase	going through a stage
en_4796	To learn rope tricks you have to be taut.	To learn rope tricks you have to be taut.	taut	homophonic	taught	taut	homophonic	taught	to learn
en_4800	His model airplane hobby really took off.	His model airplane hobby really took off.	took	homographic	took	took	homographic	became successful	took off
en_4803	The actors had one great movie after another. They were on a role.	The actors had one great movie after another. They were on a role.	role	homophonic	roll	role	homophonic	roll	on a roll
en_4804	"Act your praise, not your shoe size."	"Act your praise, not your shoe size."	praise	homophonic	age	praise	homophonic	age	"act your age, not your shoe size"
en_4806	''Would anyone like some Parmesan?'' asked Tom gratingly.	Would anyone like some Parmesan? he asked gratingly.	gratingly	homographic	grating	gratingly	homophonic	gratefully	Would anyone like some Parmesan?
en_4813	"OLD STATISTICIANS never die, they just get broken down by age, sex and marital status."	"Old statisticians never die, they just get broken down by age, sex and marital status."	broken	homographic	broken	die	homographic	pass away	never die
en_4817	The IRS left a message on my cell phone that I owed them more money. It was a taxed message.	The IRS left a message on my cell phone that I owed them more money. It was a taxed message.	taxed	homophonic	text	taxed	homophonic	text	message on my cell phone
en_4824	OLD GARDENERS never die they are just deflowered.	Old gardeners never die they are just deflowered.	deflowered	homographic	deflowered	deflowered	homophonic	departed	never die
en_4828	"When potato chips don't sell fast enough, the maker knows it will soon be crunch time."	"When potato chips don't sell fast enough, the maker knows it will soon be crunch time."	crunch	homographic	crunch	crunch	homographic	critical	crunch time
en_4829	"When the plums dry on your tree, it's time to prune."	"When the plums dry on your tree, it's time to prune."	prune	homographic	prune	prune	homographic	trim	time to prune
en_4830	"As Sir Galahad lifted the sacred chalice, the bottom fell out. He had indeed found the holey Grail."	"As Sir Galahad lifted the sacred chalice, the bottom fell out. He had indeed found the holey Grail."	holey	homophonic	holy	holey	homophonic	holy	holey Grail
en_4833	Did you hear about the man who was jabbed in the back with a set of keys? His back locked up.	Did you hear about the man who was jabbed in the back with a set of keys? His back locked up.	locked	homographic	locked	locked	homographic	seized	back locked up
en_4836	In the air duct installers union they have lots of opportunity to vent.	In the air duct installers union they have lots of opportunity to vent.	vent	homographic	vent	vent	homographic	express	lots of opportunity to vent
en_4848	"''I chop down trees for a living,'' said Tom lumberingly."	"I chop down trees for a living, he said lumberingly."	lumberingly	homophonic	lumber	lumberingly	homophonic	lumberjack	chop down trees
en_4853	An experienced waiter can give a lot of good tips.	An experienced waiter can give a lot of good tips.	tips	homographic	tips	tips	homographic	advice	good tips
en_4862	"I strongly dislike the subject of math, however I am partial to fractions."	"I strongly dislike the subject of math, however I am partial to fractions."	partial	homographic	partial	partial	homographic	incomplete	partial to
en_4879	My name is Bill. I run a collection agency	My name is Bill. I run a collection agency	bill	homographic	bill	Bill	homophonic	bill	run a collection agency
en_4889	I never have understood how you're supposed to hit anything with a bat..... it keeps flying away.	I never have understood how you're supposed to hit anything with a bat..... it keeps flying away.	bat	homographic	bat	bat	homographic	mammal	hit anything with a bat
en_4899	"''I'm halfway up a mountain,'' Tom alleged."	"I'm halfway up a mountain, he alleged."	alleged	homophonic	a ledge	alleged	homophonic	a ledge	halfway up a mountain
en_491	If roosters saw how hens are treated they'd turn over in their gravy.	If roosters saw how hens are treated they'd turn over in their gravy.	gravy	homophonic	grave	gravy	homophonic	grave	turn over in their grave
en_4910	Two companies that manufactured rulers decided to align.	Two companies that manufactured rulers decided to align.	align	homographic	align	align	homophonic	a line	decided to align
en_4921	A noun and a verb were dating but they broke up because the noun was too possessive.	A noun and a verb were dating but they broke up because the noun was too possessive.	possesive	homographic	possesive	possessive	homographic	jealous	too possessive
en_4939	He studied water purification and had a great thirst for knowledge.	He studied water purification and had a great thirst for knowledge.	thirst	homographic	thirst	thirst	homographic	desire	thirst for knowledge
en_4958	The decision to begin construction on the Empire State Building was a groundbreaking historical event.	The decision to begin construction on the Empire State Building was a groundbreaking historical event.	groundbreaking	homographic	groundbreaking	groundbreaking	homographic	innovative	groundbreaking event
en_4959	"OLD BLASTING TECHNICIANS never die, they just lose their spark."	"Old blasting technicians never die, they just lose their spark."	spark	homographic	spark	spark	homographic	enthusiasm	lose their spark
en_4969	A mechanic who was also a musician was good at tuning things.	A mechanic who was also a musician was good at tuning things.	tuning	homographic	tuning	tuning	homographic	adjusting	tuning things
en_4980	"Two snakes parted, and one said, 'fangs for the memories'."	"Two snakes parted, and one said, 'fangs for the memories'."	fangs	homophonic	thanks	fangs	homophonic	thanks	thanks for the memories
en_4981	Pharmacists find their work to be very encapsulating.	Pharmacists find their work to be very encapsulating.	encapsulating	homophonic	capsule	encapsulating	homophonic	captivating	find their work to be
en_4989	"I'm glad I know sign language, it's pretty handy."	"I'm glad I know sign language, it's pretty handy."	handy	homographic	handy	handy	homographic	manual	pretty handy
en_4991	Workers in an upholstery business demanded a wage hike to cushion the high cost of living.	Workers in an upholstery business demanded a wage hike to cushion the high cost of living.	cushion	homographic	cushion	cushion	homographic	soften	cushion the cost
en_4995	In the dark? Follow the son.	In the dark? Follow the son.	son	homophonic	sun	son	homophonic	sun	in the dark
en_5000	For meat some people eat lamb and mutton else.	For meat some people eat lamb and mutton else.	mutton	homophonic	nothing	else	homophonic	else	lamb and mutton as well
en_5017	Pipe fitters often have high pressure jobs.	Pipe fitters often have high pressure jobs.	pressure	homographic	pressure	pressure	homographic	stress	high pressure jobs
en_5021	Two surgeons were joking about sutures and had each other in stitches.	Two surgeons were joking about sutures and had each other in stitches.	stitches	homographic	stitches	stitches	homographic	laughter	in stitches
en_5023	Some people who cut hair can be quite barbarous.	Some people who cut hair can be quite barbarous.	barbarous	homophonic	barber	barbarous	homophonic	barbers	cut hair
en_5030	My name is Belle. I play the carillon.	My name is Belle. I play the carillon.	belle	homophonic	bell	Belle	homophonic	bell	play the carillon
en_5033	"''I think I've broken my leg'', reported Tom lamely."	"I think I've broken my leg, he reported lamely."	lamely	homographic	lamely	lamely	homographic	ineffectively	reported lamely
en_5038	"It's where we store the hay, Tom said loftily."	"It's where we store the hay, he said loftily."	loftily	homophonic	loft	loftily	homophonic	loft	store the hay
en_5050	You decide what kind of light bulbs to buy by a process of illumination.	You decide what kind of light bulbs to buy by a process of illumination.	illumination	homographic	illumination	illumination	homographic	revelation	process of elimination
en_5053	My name is Avery. I raise birds.	My name is Avery. I raise birds.	avery	homophonic	aviary	raise	homographic	rear	raise birds
en_5063	He always called his girlfriend his 'luck'. Until he decided to push his luck.	He always called his girlfriend his 'luck'. Until he decided to push his luck.	luck	homographic	luck	luck	homographic	fortune	push his luck
en_5090	"''I couldn't believe there were 527, 986 bees in the swarm!'' Tom recounted."	"I couldn't believe there were 527, 986 bees in the swarm! he recounted."	recounted	homographic	recounted	swarm	homophonic	sworn	sworn to secrecy
en_5091	A clean thief always makes a stainless steal.	A clean thief always makes a stainless steal.	steal	homophonic	steel	steal	homophonic	steel	stainless steal
en_5098	He put bug spray on his watch to get rid of the ticks.	He put bug spray on his watch to get rid of the ticks.	ticks	homographic	ticks	ticks	homographic	insects	get rid of ticks
en_5106	Studying fungus is a way to mold young minds.	Studying fungus is a way to mold young minds.	mold	homographic	mold	mold	homographic	shape	mold young minds
en_5108	"I just finished reading Newton's Principia Mathematica, and found much of it to be rather derivative."	"I just finished reading Newton's Principia Mathematica, and found much of it to be rather derivative."	derivative	homographic	derivative	derivative	homographic	unoriginal	rather derivative
en_511	"Doctor, Doctor My little boy has just swallowed a roll of film! - Hmmmm. Let's hope nothing develops. Next."	"Doctor, Doctor My little boy has just swallowed a roll of film!-Hmmmm. Let's hope nothing develops. Next."	develops	homographic	develops	develops	homographic	occurs	nothing develops
en_5111	"I have eight children, said Tom, apparently."	"I have eight children, he said, apparently."	apparently	homophonic	parent	apparently	homophonic	a parent	a parent-ly
en_5114	7 days without prayer makes 1 weak	7 days without prayer makes 1 weak	weak	homophonic	week	weak	homophonic	week	7 days without
en_5120	Winning candy as a prize is always a sweet victory.	Winning candy as a prize is always a sweet victory.	sweet	homographic	sweet	sweet	homographic	pleasant	sweet victory
en_5121	"She was only an Archer's daughter, but to all the men she was the target."	"She was only an Archer's daughter, but to all the men she was the target."	target	homographic	target	target	homographic	aim	she was the target
en_5124	A thief fell and broke his leg in wet cement. He became a hardened criminal.	A thief fell and broke his leg in wet cement. He became a hardened criminal.	hardened	homographic	hardened	hardened	homographic	toughened	hardened criminal
en_5129	"I walked past a gang of youths yesterday and one of them threw a piece of cheese at me, which hit me on the back of the head. I turned round and shouted,'' That's not very mature!''"	"I walked past a gang of youths yesterday and one of them threw a piece of cheese at me, which hit me on the back of the head. I turned round and shouted,"" That's not very mature!"""	mature	homographic	mature	mature	homographic	aged	mature cheese
en_5158	"''We have no oranges,'' Tom said fruitlessly."	"We have no oranges, he said fruitlessly."	fruitlessly	homophonic	fruitfully	fruitlessly	homophonic	fruitless	said fruitlessly
en_5159	The man loved a good play on words but his wife couldn't stand the punishment.	The man loved a good play on words but his wife couldn't stand the punishment.	punishment	homophonic	pun	punishment	homophonic	pun	play on words
en_5164	Two cooks disagreed but decided to hash it over.	Two cooks disagreed but decided to hash it over.	hash	homographic	hash	hash	homographic	discuss	hash it over
en_5165	"The embarrassed news anchor was bright red, but he nor the television monitor was appropriately phased."	"The embarrassed news anchor was bright red, but he nor the television monitor was appropriately phased."	phased	homophonic	fazed	phased	homophonic	fazed	appropriately fazed
en_5167	"I'll tempt Adam tonight, she said evilly."	"I'll tempt Adam tonight, she said evilly."	evilly	homophonic	eve	tempt	homophonic	temptation	tempt Adam
en_5172	Those who hate classical music have my symphony.	Those who hate classical music have my symphony.	symphony	homophonic	sympathy	symphony	homophonic	sympathy	have my sympathy
en_5180	"OLD TEACHERS never die, they just grade away"	"Old teachers never die, they just grade away"	grade	homophonic	fade	grade	homophonic	fade	"old soldiers never die, they just fade away"
en_5182	The builders of raceways believe that one good turn deserves another.	The builders of raceways believe that one good turn deserves another.	turn	homographic	turn	turn	homographic	corner	one good turn deserves another
en_5189	"When my camera fell in the toffee I was making, I got a very candied picture."	"When my camera fell in the toffee I was making, I got a very candied picture."	candied	homophonic	candid	candied	homophonic	candid	candied picture
en_519	He stomped on his old watch because he had time to kill.	He stomped on his old watch because he had time to kill.	time	homographic	time	kill	homographic	destroy	time to kill
en_5205	Many people think that Edgar Allan Poe was a raven madman.	Many people think that Edgar Allan Poe was a raven madman.	raven	homophonic	raving	raven	homophonic	raving	raving madman
en_5217	An elephant's opinion carries a lot of weight.	An elephant's opinion carries a lot of weight.	weight	homographic	weight	weight	homographic	importance	carries a lot of weight
en_5219	Before he was hired as a short order cook they grilled him.	Before he was hired as a short order cook they grilled him.	grilled	homographic	grilled	grilled	homographic	interrogated	grilled him
en_5220	"After a cold winter, will deciduous trees be releaved?"	"After a cold winter, will deciduous trees be releaved?"	releaved	homophonic	relieved	releaved	homophonic	relieved	be relieved
en_5231	"''Congratulations; you graduated,'' said Tom diplomatically."	"Congratulations; you graduated, he said diplomatically."	diplomatically	homographic	diplomatically	diplomatically	homographic	with tact	he said diplomatically
en_5239	"OLD ELECTRICIANS never die, they just do it until it Hz."	"Old electricians never die, they just do it until it Hz."	hz	homophonic	hurts	Hz	homophonic	hurts	do it until it Hz
en_5241	"My family scoffed when I had a divine inspiration I'd get rich selling my ''Beets Brule,'' but after I made my first million, they had to admit I made quite a prophet."	"My family scoffed when I had a divine inspiration I'd get rich selling my ""Beets Brule,"" but after I made my first million, they had to admit I made quite a prophet."	prophet	homophonic	proft	prophet	homophonic	profit	made quite a profit
en_5242	The shy stripper couldn't bare it on stage.	The shy stripper couldn't bare it on stage.	bare	homophonic	bear	bare	homophonic	bear	bear it
en_5243	"Pencils could be made with erasers at both ends, but what would be the point?"	"Pencils could be made with erasers at both ends, but what would be the point?"	point	homographic	point	point	homographic	purpose	what's the point
en_5244	Long fairy tales have a tendency to dragon.	Long fairy tales have a tendency to dragon.	dragon	homophonic	drag on	dragon	homophonic	drag on	have a tendency to drag on
en_5247	A man brought his retriever to the vet for some tests and had to pay a lab fee.	A man brought his retriever to the vet for some tests and had to pay a lab fee.	lab	homographic	lab	lab	homophonic	Labrador	lab fee
en_5248	"''I have to keep this fire alight,'' Tom bellowed."	"I have to keep this fire alight, he bellowed."	bellowed	homographic	bellowed	alight	homographic	illuminated	keep the fire burning
en_5261	A young corporal dislocated his arm during a battle but kept going. You could say he was shouldering on.	A young corporal dislocated his arm during a battle but kept going. You could say he was shouldering on.	shouldering	homographic	shouldering	shouldering	homographic	continuing	soldiering on
en_5263	I was against the construction of tennis courts in the park as I thought they would cause too much racket.	I was against the construction of tennis courts in the park as I thought they would cause too much racket.	racket	homographic	racket	racket	homophonic	racquet	cause too much racket
en_527	Cowboys in a rodeo can be sure to get a few bucks.	Cowboys in a rodeo can be sure to get a few bucks.	bucks	homographic	bucks	bucks	homographic	dollars	get a few bucks
en_5278	A flute teacher is a tutor.	A flute teacher is a tutor.	tutor	homophonic	toot	tutor	homophonic	tooter	is a tooter
en_5286	Have you ever heard of an honest cheetah?	Have you ever heard of an honest cheetah?	cheetah	homophonic	cheat	cheetah	homophonic	cheater	honest cheater
en_5291	The math professor went crazy with the blackboard. He did a number on it.	The math professor went crazy with the blackboard. He did a number on it.	number	homographic	number	number	homographic	damage	did a number on it
en_5295	"She was only a Grape picker's daughter, but she was somewhat of a winer."	"She was only a Grape picker's daughter, but she was somewhat of a winer."	winer	homophonic	whiner	winer	homophonic	whiner	somewhat of a
en_5300	"OLD DOOR FRAMERS never die, they just become unhinged."	"Old door framers never die, they just become unhinged."	unhinged	homographic	unhinged	unhinged	homographic	crazy	become unhinged
en_5309	"OLD KENTUCKY FRIED CHICKEN FRANCHISERS never die, they just chicken out."	"Old kentucky fried chicken franchisers never die, they just chicken out."	chicken	homographic	chicken	chicken	homophonic	check	chicken out
en_5324	Her decision to take up rock climbing was precipitous to say the least.	Her decision to take up rock climbing was precipitous to say the least.	precipitous	homographic	precipitous	precipitous	homographic	steep	precipitous decision
en_5331	Those who build roofs are so inclined.	Those who build roofs are so inclined.	inclined	homographic	inclined	inclined	homographic	favorably disposed	so inclined
en_5339	The winter drive - by shooting was a slay ride.	The winter drive-by shooting was a slay ride.	slay	homophonic	sleigh	slay	homophonic	sleigh	sleigh ride
en_5343	The inventor of chewing gum soon bubbled his money.	The inventor of chewing gum soon bubbled his money.	bubbled	homographic	bubbled	bubbled	homophonic	buried	bubbled his money
en_5356	"She was only a Globetrotter's daughter, but she manages to get around."	"She was only a Globetrotter's daughter, but she manages to get around."	get	homographic	get	get	homographic	travel	get around
en_5357	He was a Red Cross donor until he went out of circulation.	He was a Red Cross donor until he went out of circulation.	circulation	homographic	circulation	circulation	homographic	distributed	out of circulation
en_5366	"She was small, slender with doe like eyes. ''Oh, my deer,'' he whispered."	"She was small, slender with doe like eyes. ""Oh, my deer,"" he whispered."	deer	homophonic	dear	deer	homophonic	dear	"Oh, my dear"
en_5374	"''I have to fix the car,'' said Tom mechanically."	"I have to fix the car, he said mechanically."	mechanically	homophonic	mechanicaaly	mechanically	homophonic	mechanic-like	he said mechanically
en_5378	An archaeologist's career ended in ruins.	An archaeologist's career ended in ruins.	ruins	homographic	ruins	ruins	homographic	remains	ended in ruins
en_5399	My name is Sly. I'm a detective.	My name is Sly. I'm a detective.	sly	homographic	sly	Sly	homophonic	Sleuth	Sly as a fox
en_5403	"I crossed a cell phone with a skunk, and now the service stinks."	"I crossed a cell phone with a skunk, and now the service stinks."	stinks	homographic	stinks	stinks	homophonic	links	the service stinks
en_541	It's just like a cowboy to stirrup trouble.	It's just like a cowboy to stirrup trouble.	stirrup	homophonic	stir up	stirrup	homophonic	stir up	stir up trouble
en_5415	The man leaned on the printer cartridge because he wanted to tone up his abs.	The man leaned on the printer cartridge because he wanted to tone up his abs.	tone	homographic	tone	tone	homophonic	toner	tone up
en_5428	"When the woman got paid for being in a study at the sleep clinic, she said it was her dream job."	"When the woman got paid for being in a study at the sleep clinic, she said it was her dream job."	dream	homographic	dream	dream	homographic	ideal	dream job
en_5434	"OLD QUILTERS never die, they just go under cover."	"Old quilters never die, they just go under cover."	cover	homographic	cover	cover	homographic	covert	go under cover
en_544	We should make a beer commercial. It sounds simply intoxicating.	We should make a beer commercial. It sounds simply intoxicating.	intoxicating	homographic	intoxicating	intoxicating	homographic	exciting	simply intoxicating
en_5440	OLD HIKERS never die they just get the boot.	Old hikers never die they just get the boot.	boot	homographic	boot	boot	homographic	dismissal	get the boot
en_5447	I think Santa has riverfront property in Brazil. All our presents came from Amazon this year.	I think Santa has riverfront property in Brazil. All our presents came from Amazon this year.	amazon	homographic	amazon	Amazon	homographic	company	riverfront property
en_5455	A bird with a headache might just migrane south.	A bird with a headache might just migrane south.	migrane	homophonic	migraine	migrane	homophonic	migrate	migrate south
en_5463	"Success comes in cans, failure comes in cant’s"	"Success comes in cans, failure comes in cant’s"	cans	homophonic	cants	cans	homophonic	can	success comes in cans
en_5467	The man brought an umbrella with him into the ice cream store because he heard there was a chance of sprinkles.	The man brought an umbrella with him into the ice cream store because he heard there was a chance of sprinkles.	sprinkles	homographic	sprinkles	sprinkles	homographic	rain	chance of sprinkles
en_5469	The railway constructions are on track.	The railway constructions are on track.	track	homographic	track	track	homographic	schedule	on track
en_5473	A church fair is a bazaar experience.	A church fair is a bazaar experience.	bazaar	homophonic	bizarre	fair	homographic	bazaar	bazaar experience
en_5480	The environmentalist rode his bike 20 miles in the morning and 20 more in the evening. He loved recycling.	The environmentalist rode his bike 20 miles in the morning and 20 more in the evening. He loved recycling.	recycling	homographic	recycling	loved	homographic	cyclical	loved recycling
en_5481	There was a massive outcry against the plan to build a power line across a nature preserve. The public couldn't bear the tension.	There was a massive outcry against the plan to build a power line across a nature preserve. The public couldn't bear the tension.	tension	homographic	tension	bear	homophonic	bare	couldn't bear the tension
en_5482	"If jokes could be owned like land, then no good pun would go undeeded."	"If jokes could be owned like land, then no good pun would go undeeded."	undeeded	homophonic	unneeded	undeeded	homophonic	undeaded	no good deed
en_5487	Faraday was charged up with the idea.	Faraday was charged up with the idea.	charged	homographic	charged	charged	homographic	energized	charged up
en_5493	"Yes, I have been reading Voltaire, Tom admitted candidly."	"Yes, I have been reading Voltaire, he admitted candidly."	candidly	homophonic	candide	candidly	homophonic	candied	candidly
en_5495	"''I've been listening to the Brandenburg Concertos,'' Tom barked."	"I've been listening to the Brandenburg Concertos, he barked."	barked	homophonic	bach	barked	homophonic	barked	he barked
